species_code,alt_full_spp_code,n_locations,scientific_name,american_english_name,taxonomy_version,taxonomic_sort_order,image_url,small_image_url
hawk,NA,368,Accipitridae sp. (hawk sp.),hawk sp.,2022,8300,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/502387521/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/502387521/320
eagle1,NA,6,Accipitridae sp. (eagle sp.),eagle sp.,2022,8301,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/427928441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/427928441/320
brnowl,NA,109,Tyto alba,Barn Owl,2022,8336,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297342281/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297342281/320
wesowl1,NA,95,Megascops kennicottii,Western Screech-Owl,2022,8572,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311369771/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311369771/320
easowl1,NA,652,Megascops asio,Eastern Screech-Owl,2022,8583,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297361511/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297361511/320
eassco1,easowl1,6,Megascops asio [asio Group],Eastern Screech-Owl (Northern),2022,8584,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/600108581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/600108581/320
screec1,NA,14,Megascops sp.,screech-owl sp.,2022,8600,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/126870761/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/126870761/320
snoowl1,NA,98,Bubo scandiacus,Snowy Owl,2022,8623,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297365891/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297365891/320
grhowl,NA,1556,Bubo virginianus,Great Horned Owl,2022,8624,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297363481/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297363481/320
nohowl,NA,41,Surnia ulula,Northern Hawk Owl,2022,8711,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297367931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297367931/320
nopowl,NA,318,Glaucidium gnoma,Northern Pygmy-Owl,2022,8723,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297378121/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297378121/320
moupyo1,nopowl,4,Glaucidium gnoma gnoma,Northern Pygmy-Owl (Mountain),2022,8724,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/98761161/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/98761161/320
norpyo1,nopowl,3,Glaucidium gnoma [californicum Group],Northern Pygmy-Owl (Pacific),2022,8725,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/224824441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/224824441/320
norpyo2,nopowl,4,Glaucidium gnoma pinicola,Northern Pygmy-Owl (Rocky Mts.),2022,8729,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/407732211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/407732211/320
fepowl,NA,1,Glaucidium brasilianum,Ferruginous Pygmy-Owl,2022,8749,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/39431331/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/39431331/320
burowl,NA,3,Athene cunicularia,Burrowing Owl,2022,8845,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297386341/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297386341/320
motowl,NA,1,Strix virgata,Mottled Owl,2022,8869,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42458591/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42458591/320
spoowl,NA,1,Strix occidentalis,Spotted Owl,2022,8926,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297387821/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297387821/320
brdowl,NA,1930,Strix varia,Barred Owl,2022,8930,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297388681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297388681/320
x00439,NA,4,Strix occidentalis x varia,Spotted x Barred Owl (hybrid),2022,8934,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/359602901/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/359602901/320
grgowl,NA,85,Strix nebulosa,Great Gray Owl,2022,8954,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/32804161/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/32804161/320
loeowl,NA,40,Asio otus,Long-eared Owl,2022,8964,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297391881/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297391881/320
sheowl,NA,29,Asio flammeus,Short-eared Owl,2022,8987,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297400191/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297400191/320
borowl,NA,38,Aegolius funereus,Boreal Owl,2022,9007,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70095811/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70095811/320
nswowl,NA,185,Aegolius acadicus,Northern Saw-whet Owl,2022,9015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297402651/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297402651/320
owl1,NA,7,Strigiformes sp.,owl sp.,2022,9112,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/421890591/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/421890591/320
cittro1,NA,1,Trogon citreolus,Citreoline Trogon,2022,9194,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/231575071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/231575071/320
eletro,NA,1,Trogon elegans,Elegant Trogon,2022,9224,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303625821/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303625821/320
rucmot1,NA,1,Momotus mexicanus,Russet-crowned Motmot,2022,9487,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42524781/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42524781/320
rinkin1,NA,6,Megaceryle torquata,Ringed Kingfisher,2022,9934,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303691911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303691911/320
belkin1,NA,802,Megaceryle alcyon,Belted Kingfisher,2022,9939,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303715931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303715931/320
grnkin,NA,3,Chloroceryle americana,Green Kingfisher,2022,9949,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303719621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303719621/320
kingfi1,NA,3,Alcedinidae sp.,kingfisher sp.,2022,9959,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/246809261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/246809261/320
wilsap,NA,91,Sphyrapicus thyroideus,Williamson's Sapsucker,2022,10813,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297654021/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297654021/320
yebsap,NA,13138,Sphyrapicus varius,Yellow-bellied Sapsucker,2022,10816,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297655981/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297655981/320
rensap,NA,345,Sphyrapicus nuchalis,Red-naped Sapsucker,2022,10817,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297659541/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297659541/320
y00019,NA,13,Sphyrapicus varius/nuchalis,Yellow-bellied/Red-naped Sapsucker,2022,10819,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/512874781/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/512874781/320
rebsap,NA,1493,Sphyrapicus ruber,Red-breasted Sapsucker,2022,10820,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65053401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65053401/320
x00712,NA,2,Sphyrapicus varius x ruber,Yellow-bellied x Red-breasted Sapsucker (hybrid),2022,10823,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/523489351/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/523489351/320
rnxsap1,NA,1,Sphyrapicus nuchalis x ruber,Red-naped x Red-breasted Sapsucker (hybrid),2022,10824,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/290101611/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/290101611/320
sapsuc,NA,5,Sphyrapicus sp.,sapsucker sp.,2022,10826,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457312671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457312671/320
lewwoo,NA,153,Melanerpes lewis,Lewis's Woodpecker,2022,10831,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297680501/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297680501/320
rehwoo,NA,8698,Melanerpes erythrocephalus,Red-headed Woodpecker,2022,10834,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297684081/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297684081/320
acowoo,NA,1512,Melanerpes formicivorus,Acorn Woodpecker,2022,10835,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64992871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64992871/320
yefwoo1,NA,1,Melanerpes flavifrons,Yellow-fronted Woodpecker,2022,10846,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/84337031/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/84337031/320
gocwoo1,NA,1,Melanerpes chrysogenys,Golden-cheeked Woodpecker,2022,10852,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42521361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42521361/320
gilwoo,NA,604,Melanerpes uropygialis,Gila Woodpecker,2022,10865,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64993561/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64993561/320
gofwoo,NA,522,Melanerpes aurifrons,Golden-fronted Woodpecker,2022,10871,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297686591/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297686591/320
rebwoo,NA,51572,Melanerpes carolinus,Red-bellied Woodpecker,2022,10887,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64995071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64995071/320
attwoo1,NA,81,Picoides dorsalis,American Three-toed Woodpecker,2022,10904,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297689221/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297689221/320
attwoo2,attwoo1,1,Picoides dorsalis dorsalis,American Three-toed Woodpecker (Rocky Mts.),2022,10905,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/112547871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/112547871/320
attwoo3,attwoo1,1,Picoides dorsalis fasciatus,American Three-toed Woodpecker (Northwest),2022,10906,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/204855941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/204855941/320
attwoo4,attwoo1,2,Picoides dorsalis bacatus,American Three-toed Woodpecker (Eastern),2022,10907,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/217705301/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/217705301/320
bkbwoo,NA,64,Picoides arcticus,Black-backed Woodpecker,2022,10908,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297690371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297690371/320
y00617,NA,2,Picoides dorsalis/arcticus,American Three-toed/Black-backed Woodpecker,2022,10909,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/249261831/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/249261831/320
dowwoo,NA,77288,Dryobates pubescens,Downy Woodpecker,2022,11083,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60397941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60397941/320
nutwoo,NA,1467,Dryobates nuttallii,Nuttall's Woodpecker,2022,11093,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297698041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297698041/320
labwoo,NA,1491,Dryobates scalaris,Ladder-backed Woodpecker,2022,11095,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65054631/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65054631/320
x00620,NA,1,Dryobates nuttallii x scalaris,Nuttall's x Ladder-backed Woodpecker (hybrid),2022,11107,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/208517761/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/208517761/320
recwoo,NA,33,Dryobates borealis,Red-cockaded Woodpecker,2022,11109,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297701441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297701441/320
haiwoo,NA,49993,Dryobates villosus,Hairy Woodpecker,2022,11110,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/309038471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/309038471/320
y00322,NA,48,Dryobates pubescens/villosus,Downy/Hairy Woodpecker,2022,11131,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/276596481/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/276596481/320
whhwoo,NA,176,Dryobates albolarvatus,White-headed Woodpecker,2022,11134,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297711541/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297711541/320
strwoo,NA,2,Dryobates stricklandi,Strickland's Woodpecker,2022,11143,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49033571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49033571/320
ariwoo,NA,3,Dryobates arizonae,Arizona Woodpecker,2022,11144,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297898541/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297898541/320
pabwoo1,NA,1,Campephilus guatemalensis,Pale-billed Woodpecker,2022,11240,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/40024101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/40024101/320
pilwoo,NA,18912,Dryocopus pileatus,Pileated Woodpecker,2022,11435,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311372981/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311372981/320
norfli,NA,39260,Colaptes auratus,Northern Flicker,2022,11572,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60403261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60403261/320
yesfli,norfli,437,Colaptes auratus auratus/luteus,Northern Flicker (Yellow-shafted),2022,11575,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/431726081/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/431726081/320
resfli,norfli,311,Colaptes auratus [cafer Group],Northern Flicker (Red-shafted),2022,11578,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/462640971/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/462640971/320
rxyfli,norfli,73,Colaptes auratus luteus x cafer,Northern Flicker (Yellow-shafted x Red-shafted),2022,11584,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/230999961/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/230999961/320
gilfli,NA,152,Colaptes chrysoides,Gilded Flicker,2022,11586,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311373711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311373711/320
y00323,NA,8,Colaptes auratus/chrysoides,Northern/Gilded Flicker,2022,11592,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/343436061/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/343436061/320
woodpe1,NA,10,Picidae sp.,woodpecker sp.,2022,11605,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/444978561/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/444978561/320
laufal1,NA,1,Herpetotheres cachinnans,Laughing Falcon,2022,11610,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/321313751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/321313751/320
baffal1,NA,1,Micrastur ruficollis,Barred Forest-Falcon,2022,11618,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/186134871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/186134871/320
y00678,NA,11,Caracara plancus,Crested Caracara,2022,11633,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70583361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70583361/320
crecar1,y00678,55,Caracara plancus cheriway,Crested Caracara (Northern),2022,11634,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70583361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70583361/320
